
,0,1534,,1,1534,,2,1543,,3,1565,,4,2033,,5,2034,,6,2055,,7,2543,,8,2554,,9,2555,,10,2564,,11,2565,,12,3036,,13,3044,,14,3054,,15,4294967295,,16,4294967295,,17,4294967295,,18,4294967295,,19,4294967295,
