
,0,1534,,1,2033,,2,1534,,3,1544,,4,1534,,5,1544,,6,1544,,7,2034,,8,2043,,9,2033,,10,1544,,11,2034,,12,1543,,13,2034,,14,2034,,15,4294967295,,16,4294967295,,17,4294967295,,18,4294967295,,19,4294967295,
